time,temperature_2m_mean (°C),temperature_2m_max (°C),temperature_2m_min (°C),rain_sum (mm),relative_humidity_2m_mean (%)
2018-08-22,19.4,27.8,13.0,0.00,44
2018-08-23,21.2,30.3,11.9,0.00,52
2018-08-24,22.6,31.0,13.9,0.00,52
2018-08-25,15.1,22.9,9.6,0.10,60
2018-08-26,13.0,18.5,8.6,1.40,60
2018-08-27,13.0,19.2,7.9,0.00,76
2018-08-28,12.5,16.0,9.9,3.90,79
2018-08-29,14.1,25.0,7.8,0.00,65
2018-08-30,18.7,24.4,13.1,0.20,52
2018-08-31,14.9,21.0,9.4,0.00,62
2018-09-01,15.4,23.6,10.1,0.00,50
2018-09-02,13.0,18.8,6.6,0.00,61
2018-09-03,16.5,27.1,9.2,0.10,45
2018-09-04,12.8,25.1,8.4,0.00,62
2018-09-05,10.7,19.6,2.3,0.00,55
2018-09-06,14.8,23.4,7.4,0.00,45
2018-09-07,16.2,22.7,9.1,0.00,54
2018-09-08,19.1,25.5,12.8,0.00,59
2018-09-09,16.7,21.6,12.9,0.00,68
2018-09-10,14.5,25.9,6.0,0.00,64
2018-09-11,16.2,23.8,10.6,0.00,53
2018-09-12,11.0,15.6,7.4,2.50,70
2018-09-13,11.6,16.6,5.2,0.20,74
2018-09-14,8.9,15.1,6.8,1.80,83
2018-09-15,9.4,13.1,6.8,3.00,80
2018-09-16,11.4,14.6,8.1,9.20,81
2018-09-17,8.9,15.1,5.5,3.60,82
2018-09-18,7.8,13.6,2.5,0.00,79
2018-09-19,7.8,13.4,2.6,0.00,70
2018-09-20,7.1,12.4,3.3,1.00,74
2018-09-21,5.7,11.4,0.2,0.70,85
2018-09-22,3.9,10.2,1.7,13.00,87
2018-09-23,2.4,5.2,0.7,2.90,83
2018-09-24,4.5,9.1,2.5,1.70,87
2018-09-25,6.0,10.6,2.0,1.00,79
2018-09-26,8.1,14.7,1.3,1.10,59
2018-09-27,6.3,13.6,1.0,0.00,66
2018-09-28,1.6,6.7,-3.0,0.00,54
2018-09-29,2.0,8.6,-2.2,0.00,61
2018-09-30,-0.2,5.4,-5.6,0.00,61
2018-10-01,2.6,8.1,-0.3,0.00,70
2018-10-02,1.9,5.9,-0.1,4.40,89
2018-10-03,-0.1,1.9,-1.3,0.00,76
2018-10-04,0.2,5.0,-5.4,0.00,68
2018-10-05,1.5,4.1,-0.6,0.00,80
2018-10-06,2.2,9.6,-2.8,0.00,79
2018-10-07,2.8,9.8,-2.5,0.00,80
2018-10-08,2.6,8.9,-3.3,0.00,82
2018-10-09,1.9,5.9,0.3,0.00,80
2018-10-10,-1.0,2.9,-6.6,0.00,67
2018-10-11,-2.5,2.2,-8.6,0.00,76
2018-10-12,-0.3,5.1,-3.8,3.10,79
2018-10-13,-0.6,4.0,-4.3,4.50,76
2018-10-14,-2.7,-0.3,-5.2,0.00,62
2018-10-15,2.1,10.8,-4.6,0.00,62
2018-10-16,3.7,9.1,-0.6,0.00,73
2018-10-17,4.4,15.9,-1.9,0.00,70
2018-10-18,8.9,14.6,2.4,0.00,57
2018-10-19,8.3,11.8,3.5,0.00,55
2018-10-20,0.9,8.9,-6.8,0.00,61
2018-10-21,5.4,12.0,-0.6,0.00,61
2018-10-22,3.4,9.2,-2.7,0.00,59
2018-10-23,1.6,10.1,-3.7,0.00,60
2018-10-24,5.1,11.1,-0.3,0.00,64
2018-10-25,4.6,10.8,-2.0,0.00,82
2018-10-26,4.9,9.4,0.6,0.00,74
2018-10-27,3.7,10.1,0.2,2.50,78
2018-10-28,3.7,8.4,-3.5,0.00,64
2018-10-29,7.1,11.1,4.9,0.00,59
2018-10-30,3.8,6.9,2.2,0.00,71
2018-10-31,1.4,6.3,-2.5,0.00,84
2018-11-01,1.9,5.1,-1.8,0.20,84
2018-11-02,0.4,3.2,-1.0,0.10,84
2018-11-03,-0.2,2.7,-1.9,0.00,77
2018-11-04,0.9,4.8,-1.0,1.50,84
2018-11-05,-0.1,2.3,-3.7,3.50,90
2018-11-06,-7.0,-5.1,-8.2,0.00,68
2018-11-07,-9.2,-7.9,-11.1,0.00,60
2018-11-08,-10.4,-9.1,-13.9,0.00,63
2018-11-09,-13.2,-7.6,-17.9,0.00,70
2018-11-10,-6.7,-4.8,-8.9,0.00,72
2018-11-11,-8.3,-7.4,-9.9,0.00,69
2018-11-12,-11.0,-5.8,-15.1,0.00,65
2018-11-13,-4.9,3.2,-9.6,0.00,76
2018-11-14,0.5,6.8,-3.1,0.00,75
2018-11-15,-0.8,2.0,-2.8,0.00,87
2018-11-16,-5.1,0.1,-11.4,0.00,76
2018-11-17,-13.1,-5.7,-17.1,0.00,65
2018-11-18,-7.1,-4.8,-8.9,0.00,74
2018-11-19,-9.1,-4.6,-12.6,0.00,69
2018-11-20,-0.6,1.2,-5.4,0.00,88
2018-11-21,-2.2,0.4,-5.1,0.00,87
2018-11-22,-0.1,8.6,-4.0,0.00,77
2018-11-23,-0.7,2.0,-3.5,0.00,86
2018-11-24,-3.5,-0.9,-5.8,0.00,78
2018-11-25,-7.6,-4.7,-9.5,0.00,68
2018-11-26,-8.8,-4.4,-10.9,0.00,67
2018-11-27,-6.2,-3.2,-7.8,0.00,77
2018-11-28,-3.4,-2.2,-4.5,1.10,89
2018-11-29,-2.6,1.0,-5.3,0.00,91
2018-11-30,-2.3,-1.3,-3.8,0.00,97
2018-12-01,-3.0,-2.0,-3.7,0.00,95
2018-12-02,-4.4,-2.7,-6.0,0.00,87
2018-12-03,-5.2,-1.5,-8.1,0.00,85
2018-12-04,-5.8,-4.0,-8.7,0.00,77
2018-12-05,-8.8,-6.7,-11.8,0.00,77
2018-12-06,-12.3,-7.4,-15.9,0.00,73
2018-12-07,-11.6,-4.2,-15.9,0.00,74
2018-12-08,-10.8,-8.2,-13.6,0.00,71
2018-12-09,-10.3,-1.0,-13.9,0.00,75
2018-12-10,-7.1,0.9,-12.1,0.00,80
2018-12-11,-1.9,2.0,-4.9,0.00,87
2018-12-12,-1.2,3.6,-4.3,0.00,78
2018-12-13,-1.7,3.3,-5.5,0.00,73
2018-12-14,-0.6,6.4,-5.8,0.00,74
2018-12-15,1.0,5.8,-2.5,0.00,64
2018-12-16,-3.5,2.8,-8.2,0.00,66
2018-12-17,-3.6,2.8,-7.0,0.00,71
2018-12-18,0.5,5.2,-5.1,0.00,81
2018-12-19,0.7,2.8,-1.2,0.10,85
2018-12-20,-2.7,1.9,-6.8,0.00,82
2018-12-21,-0.5,4.3,-2.8,1.40,77
2018-12-22,-4.3,0.2,-6.8,0.00,71
2018-12-23,-6.9,-4.3,-8.9,0.00,75
2018-12-24,-5.7,-4.9,-7.7,0.00,74
2018-12-25,-9.0,-6.4,-10.8,0.00,74
2018-12-26,-8.3,-6.2,-9.4,0.00,75
2018-12-27,-10.7,-8.9,-12.8,0.00,79
2018-12-28,-14.9,-5.9,-19.6,0.00,75
2018-12-29,-7.7,-3.7,-10.8,0.00,80
2018-12-30,-8.6,-5.3,-12.1,0.00,83
2018-12-31,-20.5,-12.9,-29.0,0.00,67
